,Pre-selection,QCD SF,LP SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScoreVBF >= 0.99,bbFatJetParticleNetMD_Txbb >= 0.9734,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
qqHH_CV_1_C2V_0_kl_1_HHbbVV,25.803125191164327,25.803125191164327,25.803125191164327,25.774035901931246,25.75627430229965,12.462579425828052,9.399161849330612,9.384275210175096,9.353489873487362
QCD,1126208.5372077704,1204990.9790546382,1204990.9790546382,1200602.6007629426,1197348.6443478006,519.3528734008921,95.88033718606887,95.88033718606887,95.88033718606887
TT,126178.01663528237,126178.01663528237,126178.01663528237,125736.76451680924,125277.36730359304,126.33904530760717,20.633000130510986,18.87334557373067,17.54232667740841
ST,11213.018738828063,11213.018738828063,11213.018738828063,11169.638460634647,11140.701326371089,13.836102492751177,2.2544031856310345,2.1972020803601153,2.2480080207029496
W+Jets,15930.077126498532,15930.077126498532,15930.077126498532,15879.105249841276,15839.028146450515,23.653094490875603,5.208008197948896,5.208008197948896,5.208008197948896
Z+Jets,22772.15825578505,22772.15825578505,22772.15825578505,22686.559702053375,22632.448203335458,15.389959186988591,5.112055578907387,5.112055578907387,5.112055578907387
Diboson,1008.665041486354,1008.665041486354,1008.665041486354,1005.7273485190779,1002.5646524206695,1.9151061006925532,0.9033627515053625,0.9033627515053625,0.9033627515053625
ggFHbb,223.1087799478259,223.1087799478259,223.1087799478259,222.70977922577623,221.84267517383097,0.12598801592115633,0.06121231201084982,0.06121231201084982,0.06121231201084982
VBFHbb,71.28205035333777,71.28205035333777,71.28205035333777,71.07985098566151,70.91620020246836,0.07236965939659284,0.0466834980800486,0.0466834980800486,0.0466834980800486
ZHbb,67.12062616739404,67.12062616739404,67.12062616739404,66.94564806851947,66.83746928536593,0.07941319134224852,0.05454493529057777,0.05454493529057777,0.05454493529057777
WHbb,116.35029311753367,116.35029311753367,116.35029311753367,116.05038178984395,115.9228032874135,0.08775115296099856,0.05677678882806642,0.05677678882806642,0.05677678882806642
ggZHbb,10.311005316400479,10.311005316400479,10.311005316400479,10.281565783116413,10.257879490979624,0.012242438378723958,0.00910747903842095,0.00910747903842095,0.00910747903842095
ttHbb,354.83801865944884,354.83801865944884,354.83801865944884,353.44976648602244,352.0183047201511,0.2726100334942656,0.07863122994523936,0.07518007858134566,0.06229768788206017
HWW,172.07437391871363,172.07437391871363,172.07437391871363,171.42603695737873,170.6479795943025,1.9624181213665577,0.49339239605766333,0.4560953145250676,0.4101656312724158
Data,1383108.0,1383108.0,1383108.0,1383108.0,1383108.0,1385.0,283.0,282.0,280.0
